institution name,longitude,latitude,In-state min tuition,In-state max tuition,Out-of-state min tuition ,Out-of-state max tuition,Undergraduate enrollment,Graduate enrollment,Graduation rate,is_public,fees,location,aboutText
Pasadena City College,-118.118196,34.144552,1104.0,21144.65803108808,10680.0,23010.50259067357,23592.0,0.0,58.74305555555556,True,76.0,"Pasadena, California","A public university located in Pasadena, California"
Pepperdine University,-118.707077,34.037786,41400.0,65990.0,41400.0,65990.0,3629.0,5916.0,85.0,False,752.0,"Malibu, California","A private university located in Malibu, California"
Peralta Community College System Office,-122.260837,37.792667,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Oakland, California","A public university located in Oakland, California"
Pitzer College,-117.706675,34.104107,21144.65803108808,62392.0,23010.50259067357,62392.0,1204.0,0.0,83.0,False,300.0,"Claremont, California","A private university located in Claremont, California"
Platt College-San Diego,-117.063483,32.76373,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,False,,"San Diego, California","A private university located in San Diego, California"
Point Loma Nazarene University,-117.250265,32.718391,11880.0,42600.0,11880.0,42600.0,3158.0,1336.0,74.0,False,950.0,"San Diego, California","A private university located in San Diego, California"
Pomona College,-117.714556,34.099027,21144.65803108808,61906.0,23010.50259067357,61906.0,1664.0,0.0,93.0,False,420.0,"Claremont, California","A private university located in Claremont, California"
Porterville College,-119.014368,36.049256,1380.0,21144.65803108808,10260.0,23010.50259067357,4939.0,0.0,58.74305555555556,True,29.0,"Porterville, California","A public university located in Porterville, California"
Professional Institute of Beauty,-118.039028,34.075561,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,90.0,0.0,58.74305555555556,False,,"El Monte, California","A private university located in El Monte, California"
Santa Ana College,-117.887558,33.759309,1104.0,21144.65803108808,9384.0,23010.50259067357,26073.0,0.0,58.74305555555556,True,76.0,"Santa Ana, California","A public university located in Santa Ana, California"
Pardee RAND Graduate School,-118.490655,34.00973,15715.009803921568,17848.0,17848.0,20760.058823529413,0.0,131.0,58.74305555555556,False,,"Santa Monica, California","A private university located in Santa Monica, California"
Shasta School of Cosmetology,-122.387248,40.597114,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,101.0,0.0,58.74305555555556,False,,"Redding, California","A private university located in Redding, California"
University of Redlands,-117.163218,34.064218,24900.0,57264.0,24900.0,57264.0,2100.0,1092.0,71.0,False,350.0,"Redlands, California","A private university located in Redlands, California"
College of the Redwoods,-124.195293,40.698427,1104.0,21144.65803108808,8256.0,23010.50259067357,4260.0,0.0,58.74305555555556,True,43.0,"Eureka, California","A public university located in Eureka, California"
Salon Success Academy-Upland,-117.631783,34.108247,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,238.0,0.0,58.74305555555556,False,,"Upland, California","A private university located in Upland, California"
Salon Success Academy-Corona,-117.535638,33.847649,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,216.0,0.0,58.74305555555556,False,,"Corona, California","A private university located in Corona, California"
Rio Hondo College,-118.033506,34.019821,1306.0,21144.65803108808,9802.0,23010.50259067357,17193.0,0.0,58.74305555555556,True,82.0,"Whittier, California","A public university located in Whittier, California"
Riverside City College,-117.384323,33.970918,1380.0,21144.65803108808,11190.0,23010.50259067357,20437.0,0.0,58.74305555555556,True,40.0,"Riverside, California","A public university located in Riverside, California"
Dongguk University Los Angeles,-118.289523,34.06597,9418.0,9418.0,9418.0,9418.0,4.0,89.0,58.74305555555556,False,481.0,"Los Angeles, California","A private university located in Los Angeles, California"
Sacramento City College,-121.491139,38.541096,0.0,21144.65803108808,11520.0,23010.50259067357,19031.0,0.0,58.74305555555556,True,1288.0,"Sacramento, California","A public university located in Sacramento, California"
Saddleback College,-117.665584,33.553346,1380.0,21144.65803108808,13680.0,23010.50259067357,18370.0,0.0,58.74305555555556,True,52.0,"Mission Viejo, California","A public university located in Mission Viejo, California"
Samuel Merritt University,-122.266331,37.82029,49136.0,57326.0,49136.0,57326.0,741.0,1153.0,58.74305555555556,False,1798.0,"Oakland, California","A private university located in Oakland, California"
San Diego Community College District-District Office,-117.120504,32.776275,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"San Diego, California","A public university located in San Diego, California"
San Diego City College,-117.152733,32.717403,1104.0,21144.65803108808,9048.0,23010.50259067357,13197.0,0.0,58.74305555555556,True,46.0,"San Diego, California","A public university located in San Diego, California"
San Diego Mesa College,-117.169165,32.803825,1104.0,21144.65803108808,9048.0,23010.50259067357,19243.0,0.0,58.74305555555556,True,46.0,"San Diego, California","A public university located in San Diego, California"
San Diego Miramar College,-117.120261,32.909757,1104.0,21144.65803108808,9048.0,23010.50259067357,13569.0,0.0,58.74305555555556,True,46.0,"San Diego, California","A public university located in San Diego, California"
San Diego State University,-117.071228,32.77525,5742.0,7176.0,16680.0,17622.0,34050.0,5191.0,78.0,True,2548.0,"San Diego, California","A public university located in San Diego, California"
University of San Diego,-117.192073,32.770816,28854.0,55690.0,28854.0,55690.0,5726.0,3384.0,82.0,False,754.0,"San Diego, California","A private university located in San Diego, California"
San Francisco Conservatory of Music,-122.420292,37.775543,52800.0,52800.0,52800.0,52800.0,215.0,188.0,52.0,False,1750.0,"San Francisco, California","A private university located in San Francisco, California"
San Francisco State University,-122.476799,37.721224,5742.0,7176.0,16680.0,17622.0,20756.0,3152.0,50.0,True,1682.0,"San Francisco, California","A public university located in San Francisco, California"
University of San Francisco,-122.450477,37.776618,29070.0,57670.0,29070.0,57670.0,5729.0,3483.0,71.0,False,552.0,"San Francisco, California","A private university located in San Francisco, California"
San Joaquin College of Law,-119.697657,36.82448,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,0.0,156.0,58.74305555555556,False,,"Clovis, California","A private university located in Clovis, California"
San Joaquin Delta College,-121.317597,37.995562,1288.0,21144.65803108808,9072.0,23010.50259067357,18226.0,0.0,58.74305555555556,True,0.0,"Stockton, California","A public university located in Stockton, California"
San Joaquin Valley College-Visalia,-119.384981,36.328049,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,2369.0,0.0,58.74305555555556,False,,"Visalia, California","A private university located in Visalia, California"
San Joaquin Valley College-Bakersfield,-119.062071,35.352848,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,820.0,0.0,58.74305555555556,False,,"Bakersfield, California","A private university located in Bakersfield, California"
William Jessup University,-121.292312,38.819728,12870.0,36000.0,12870.0,36000.0,1056.0,428.0,61.0,False,1150.0,"Rocklin, California","A private university located in Rocklin, California"
San Jose-Evergreen Community College District,-121.89118,37.334851,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"San Jose, California","A public university located in San Jose, California"
San Jose City College,-121.926185,37.315827,1288.0,21144.65803108808,9408.0,23010.50259067357,8400.0,0.0,58.74305555555556,True,78.0,"San Jose, California","A public university located in San Jose, California"
San Jose State University,-121.880621,37.336569,5742.0,7176.0,16680.0,17622.0,27111.0,8951.0,65.0,True,2250.0,"San Jose, California","A public university located in San Jose, California"
San Mateo County Community College District Office,-122.337627,37.531305,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"San Mateo, California","A public university located in San Mateo, California"
College of San Mateo,-122.334801,37.535698,1288.0,21144.65803108808,11340.0,23010.50259067357,9208.0,0.0,58.74305555555556,True,44.0,"San Mateo, California","A public university located in San Mateo, California"
Santa Barbara City College,-119.698045,34.406788,1104.0,21144.65803108808,9528.0,23010.50259067357,12345.0,0.0,58.74305555555556,True,130.0,"Santa Barbara, California","A public university located in Santa Barbara, California"
Santa Clara University,-121.93784,37.348362,25873.0,58587.0,25873.0,58587.0,6249.0,3091.0,88.0,False,654.0,"Santa Clara, California","A private university located in Santa Clara, California"
Santa Monica College,-118.469765,34.017022,1104.0,21144.65803108808,9264.0,23010.50259067357,23164.0,0.0,51.84767221,True,52.0,"Santa Monica, California","A public university located in Santa Monica, California"
Santa Rosa Junior College,-122.718974,38.45709,1242.0,21144.65803108808,9234.0,23010.50259067357,16803.0,0.0,58.74305555555556,True,76.0,"Santa Rosa, California","A public university located in Santa Rosa, California"
Saybrook University,-118.152155,34.153103,15715.009803921568,20856.0,20760.058823529413,20856.0,0.0,1055.0,58.74305555555556,False,,"Pasadena, California","A private university located in Pasadena, California"
Scripps College,-117.711294,34.104147,48598.0,63216.0,48598.0,63216.0,1082.0,21.0,87.0,False,218.0,"Claremont, California","A private university located in Claremont, California"
College of the Sequoias,-119.315182,36.323877,1288.0,21144.65803108808,8232.0,23010.50259067357,13586.0,0.0,58.74305555555556,True,106.0,"Visalia, California","A public university located in Visalia, California"
Shasta Bible College and Graduate School,-122.314419,40.566034,7650.0,13600.0,7650.0,13600.0,13.0,7.0,51.84767221,False,935.0,"Redding, California","A private university located in Redding, California"
Shasta College,-122.317982,40.625731,1104.0,21144.65803108808,8184.0,23010.50259067357,8081.0,0.0,58.74305555555556,True,93.0,"Redding, California","A public university located in Redding, California"
Sierra College,-121.211688,38.790773,1104.0,21144.65803108808,9936.0,23010.50259067357,17420.0,0.0,58.74305555555556,True,52.0,"Rocklin, California","A public university located in Rocklin, California"
Sierra College of Beauty,-120.495874,37.306975,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,245.0,0.0,58.74305555555556,False,,"Merced, California","A private university located in Merced, California"
Trinity Law School,-117.852059,33.766071,13500.0,15715.009803921568,13500.0,20760.058823529413,0.0,364.0,58.74305555555556,False,,"Santa Ana, California","A private university located in Santa Ana, California"
Simpson University,-122.332981,40.61334,19170.0,37022.0,19170.0,37022.0,755.0,152.0,42.0,False,1500.0,"Redding, California","A private university located in Redding, California"
College of the Siskiyous,-122.38909,41.413005,1380.0,21144.65803108808,9330.0,23010.50259067357,1430.0,0.0,58.74305555555556,True,64.0,"Weed, California","A public university located in Weed, California"
Charles A Jones Career and Education Center,-121.440796,38.516233,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,90.0,0.0,58.74305555555556,True,,"Sacramento, California","A public university located in Sacramento, California"
Skyline College,-122.467335,37.63042,1288.0,21144.65803108808,11340.0,23010.50259067357,9428.0,0.0,58.74305555555556,True,44.0,"San Bruno, California","A public university located in San Bruno, California"
San Bernardino Valley College,-117.313248,34.086353,1104.0,21144.65803108808,9936.0,23010.50259067357,12982.0,0.0,58.74305555555556,True,81.0,"San Bernardino, California","A public university located in San Bernardino, California"
Saint Mary's College of California,-122.109031,37.840731,33900.0,55634.0,33900.0,55634.0,2044.0,731.0,69.0,False,500.0,"Moraga, California","A private university located in Moraga, California"
Solano Community College,-122.122368,38.235881,1104.0,21144.65803108808,6960.0,23010.50259067357,8868.0,0.0,58.74305555555556,True,68.0,"Fairfield, California","A public university located in Fairfield, California"
Sonoma State University,-122.677066,38.340274,5742.0,7176.0,16680.0,17622.0,5412.0,578.0,61.0,True,2448.0,"Rohnert Park, California","A public university located in Rohnert Park, California"
South Baylo University,-117.958416,33.848291,11865.0,15715.009803921568,11865.0,20760.058823529413,0.0,234.0,58.74305555555556,False,,"Anaheim, California","A private university located in Anaheim, California"
South Coast College,-117.874031,33.78818,12000.0,21144.65803108808,12000.0,23010.50259067357,241.0,0.0,58.74305555555556,False,1409.0,"Orange, California","A private university located in Orange, California"
Vanguard University of Southern California,-117.900911,33.662686,12618.0,39250.0,12618.0,39250.0,1987.0,232.0,56.0,False,700.0,"Costa Mesa, California","A private university located in Costa Mesa, California"
Concorde Career College-Garden Grove,-117.938395,33.774741,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,202.0,0.0,58.74305555555556,False,,"Garden Grove, California","A private university located in Garden Grove, California"
Southwestern College,-116.996803,32.640281,1288.0,21144.65803108808,9436.0,23010.50259067357,18469.0,0.0,58.74305555555556,True,56.0,"Chula Vista, California","A public university located in Chula Vista, California"
Starr King School for the Ministry,-122.270721,37.803526,15715.009803921568,27750.0,20760.058823529413,27750.0,0.0,73.0,58.74305555555556,False,,"Oakland, California","A private university located in Oakland, California"
State Center Community College District,-119.792324,36.735642,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Fresno, California","A public university located in Fresno, California"
Marshall B Ketchum University,-117.886229,33.889348,15715.009803921568,39820.0,20760.058823529413,39820.0,0.0,686.0,58.74305555555556,False,,"Fullerton, California","A private university located in Fullerton, California"
Southern California Institute of Architecture,-118.232799,34.044215,51964.0,51964.0,51964.0,51964.0,239.0,218.0,70.0,False,1600.0,"Los Angeles, California","A private university located in Los Angeles, California"
University of Southern California,-118.284169,34.021281,66640.0,66640.0,66640.0,66640.0,21023.0,26124.0,92.0,False,1597.0,"Los Angeles, California","A private university located in Los Angeles, California"
Southwestern Law School,-118.288375,34.061558,15715.009803921568,19460.0,19460.0,20760.058823529413,0.0,951.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
Taft College,-119.459751,35.149343,1104.0,21144.65803108808,9072.0,23010.50259067357,4135.0,0.0,58.74305555555556,True,4.0,"Taft, California","A public university located in Taft, California"
Claremont School of Theology,-117.715256,34.107602,15715.009803921568,26520.0,20760.058823529413,26520.0,0.0,175.0,58.74305555555556,False,,"Claremont, California","A private university located in Claremont, California"
Thomas Aquinas College,-119.087141,34.429009,21144.65803108808,28700.0,23010.50259067357,28700.0,539.0,0.0,82.0,False,0.0,"Santa Paula, California","A private university located in Santa Paula, California"
Epic Bible College & Graduate School,-121.362642,38.645152,10764.0,17232.0,10764.0,17232.0,60.0,31.0,51.84767221,False,720.0,"Sacramento, California","A private university located in Sacramento, California"
University of California-System Administration Central Office,-122.27134,37.802222,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Oakland, California","A public university located in Oakland, California"
UEI College-Huntington Park,-118.226206,33.986057,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,1036.0,0.0,58.74305555555556,False,,"Huntington Park, California","A private university located in Huntington Park, California"
Concorde Career College-San Bernardino,-117.283995,34.066823,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,260.0,0.0,58.74305555555556,False,,"San Bernardino, California","A private university located in San Bernardino, California"
Concorde Career College-North Hollywood,-118.403627,34.186407,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,143.0,0.0,58.74305555555556,False,,"North Hollywood, California","A private university located in North Hollywood, California"
Ventura County Community College System Office,-119.057951,34.219073,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Camarillo, California","A public university located in Camarillo, California"
Ventura College,-119.230604,34.277393,1340.0,21144.65803108808,8555.0,23010.50259067357,11367.0,0.0,58.74305555555556,True,72.0,"Ventura, California","A public university located in Ventura, California"
The Colleges of Law at Ventura,-119.232988,34.25747,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,0.0,276.0,58.74305555555556,False,,"Ventura, California","A private university located in Ventura, California"
Bridges Beauty College,-117.303933,34.528602,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,80.0,0.0,58.74305555555556,False,,"Victorville, California","A private university located in Victorville, California"
Victor Valley College,-117.261456,34.472231,1402.0,21144.65803108808,10102.0,23010.50259067357,15372.0,0.0,58.74305555555556,True,23.0,"Victorville, California","A public university located in Victorville, California"
Berkeley City College,-122.269877,37.869769,1104.0,21144.65803108808,8464.0,23010.50259067357,6547.0,0.0,58.74305555555556,True,44.0,"Berkeley, California","A public university located in Berkeley, California"
West Valley Mission Community College District Office,-122.008324,37.26398,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Saratoga, California","A public university located in Saratoga, California"
Walden University,-93.265738,44.98125,10160.0,10313.0,10160.0,10313.0,7362.0,36861.0,51.84767221,False,510.0,"Minneapolis, Minnesota","A private university located in Minneapolis, Minnesota"
Waynes College of Beauty,-121.652672,36.700635,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,46.0,0.0,58.74305555555556,False,,"Salinas, California","A private university located in Salinas, California"
Coalinga College,-120.356747,36.147891,1380.0,21144.65803108808,10080.0,23010.50259067357,3592.0,0.0,58.74305555555556,True,4.0,"Coalinga, California","A public university located in Coalinga, California"
West Los Angeles College,-118.386664,34.004512,1196.0,21144.65803108808,10088.0,23010.50259067357,9299.0,0.0,58.74305555555556,True,42.0,"Culver City, California","A public university located in Culver City, California"
West Valley College,-122.008324,37.26398,1380.0,21144.65803108808,9210.0,23010.50259067357,7272.0,0.0,58.74305555555556,True,110.0,"Saratoga, California","A public university located in Saratoga, California"
Carrington College-Sacramento,-121.371383,38.556104,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,2288.0,0.0,58.74305555555556,False,,"Sacramento, California","A private university located in Sacramento, California"
Westminster Theological Seminary in California,-117.046371,33.121447,15715.009803921568,16350.0,16350.0,20760.058823529413,0.0,101.0,58.74305555555556,False,,"Escondido, California","A private university located in Escondido, California"
Westmont College,-119.662517,34.450151,21144.65803108808,50550.0,23010.50259067357,50550.0,1310.0,0.0,70.0,False,1240.0,"Santa Barbara, California","A private university located in Santa Barbara, California"
Whittier College,-118.032299,33.978773,14742.0,48924.0,14742.0,48924.0,813.0,46.0,63.0,False,940.0,"Whittier, California","A private university located in Whittier, California"
Woodbury University,-118.341147,34.208011,41665.0,43392.0,41665.0,43392.0,825.0,73.0,55.0,False,1494.0,"Burbank, California","A private university located in Burbank, California"
The Wright Institute,-122.253168,37.868221,15715.009803921568,41400.0,20760.058823529413,41400.0,0.0,511.0,58.74305555555556,False,,"Berkeley, California","A private university located in Berkeley, California"
Thomas Jefferson School of Law,-117.157862,32.717595,1200.0,15715.009803921568,1200.0,20760.058823529413,0.0,244.0,58.74305555555556,False,,"San Diego, California","A private university located in San Diego, California"
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,-118.346613,34.085465,16200.0,21144.65803108808,16200.0,23010.50259067357,157.0,0.0,20.0,False,700.0,"Los Angeles, California","A private university located in Los Angeles, California"
Yosemite Community College District Office,-121.038612,37.660935,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,3718.598425,503.93858267716536,58.74305555555556,True,,"Modesto, California","A public university located in Modesto, California"
Yuba College,-121.53964,39.126536,1104.0,21144.65803108808,8184.0,23010.50259067357,5735.0,0.0,58.74305555555556,True,24.0,"Marysville, California","A public university located in Marysville, California"
Adams State University,-105.879642,37.473636,6072.0,7704.0,10440.0,18144.0,1576.0,1374.0,27.0,True,3704.0,"Alamosa, Colorado","A public university located in Alamosa, Colorado"
Aims Community College,-104.763415,40.409559,2928.0,15671.57142857143,11064.0,19864.214285714286,7529.0,0.0,49.04545454545455,True,242.0,"Greeley, Colorado","A public university located in Greeley, Colorado"
Arapahoe Community College,-105.018631,39.607505,3940.0,15671.57142857143,16174.0,19864.214285714286,13978.0,0.0,49.04545454545455,True,368.0,"Littleton, Colorado","A public university located in Littleton, Colorado"
Bel-Rea Institute of Animal Technology,-104.876207,39.686194,13819.0,15671.57142857143,13819.0,19864.214285714286,161.0,0.0,49.04545454545455,False,0.0,"Denver, Colorado","A private university located in Denver, Colorado"
University of Colorado Denver/Anschutz Medical Campus,-104.837722,39.745149,8100.0,9096.0,25200.0,27288.0,14027.0,9382.0,47.0,True,921.0,"Denver, Colorado","A public university located in Denver, Colorado"
University of Colorado Colorado Springs,-104.800296,38.892735,8738.0,14703.0,22255.0,25644.0,9398.0,1815.0,45.0,True,1700.0,"Colorado Springs, Colorado","A public university located in Colorado Springs, Colorado"
Spartan College of Aeronautics and Technology,-105.119096,39.914822,15671.57142857143,17406.0,17406.0,19864.214285714286,321.0,0.0,49.04545454545455,False,0.0,"Broomfield, Colorado","A private university located in Broomfield, Colorado"
University of Colorado Boulder,-105.270823,40.008781,13910.0,15849.0,36407.0,40297.0,32105.0,9327.0,75.0,True,1646.0,"Boulder, Colorado","A public university located in Boulder, Colorado"
Colorado Christian University,-105.09456,39.71388,15509.0,26668.0,15509.0,26668.0,6730.0,1524.0,56.0,False,1140.0,"Lakewood, Colorado","A private university located in Lakewood, Colorado"
Colorado College,-104.822697,38.84886,28900.0,67458.0,28900.0,67458.0,2145.0,28.0,86.0,False,474.0,"Colorado Springs, Colorado","A private university located in Colorado Springs, Colorado"
Concorde Career College-Aurora,-104.867089,39.718699,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,196.0,0.0,49.04545454545455,False,,"Aurora, Colorado","A private university located in Aurora, Colorado"
Colorado Mountain College,-107.324441,39.54636,4800.0,15671.57142857143,12240.0,19864.214285714286,5673.0,0.0,14.0,True,300.0,"Glenwood Springs, Colorado","A public university located in Glenwood Springs, Colorado"
Colorado Northwestern Community College,-108.790048,40.081112,3941.0,15671.57142857143,6571.0,19864.214285714286,1256.0,0.0,49.04545454545455,True,513.0,"Rangely, Colorado","A public university located in Rangely, Colorado"
Colorado School of Mines,-105.223364,39.751443,18390.0,18558.0,41580.0,41580.0,5839.0,1760.0,79.0,True,2796.0,"Golden, Colorado","A public university located in Golden, Colorado"
Colorado School of Trades,-105.104174,39.74181,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,108.0,0.0,49.04545454545455,False,,"Lakewood, Colorado","A private university located in Lakewood, Colorado"
Colorado State University-Fort Collins,-105.080732,40.574805,10299.0,11159.0,27361.0,31055.0,25834.0,7666.0,67.0,True,2710.0,"Fort Collins, Colorado","A public university located in Fort Collins, Colorado"
Colorado Technical University-Colorado Springs,-104.85716,38.895069,12100.0,14104.0,12100.0,14104.0,26114.0,2738.0,13.0,False,660.0,"Colorado Springs, Colorado","A private university located in Colorado Springs, Colorado"
Community College of Aurora,-104.802673,39.71788,3754.0,15671.57142857143,15404.0,19864.214285714286,8684.0,0.0,49.04545454545455,True,276.0,"Aurora, Colorado","A public university located in Aurora, Colorado"
Technical College of the Rockies,-108.031072,38.702524,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,247.0,0.0,49.04545454545455,True,,"Delta, Colorado","A public university located in Delta, Colorado"
Community College of Denver,-105.001044,39.741413,3941.0,15671.57142857143,16174.0,19864.214285714286,7715.0,0.0,49.04545454545455,True,961.0,"Denver, Colorado","A public university located in Denver, Colorado"
Lincoln College of Technology-Denver,-104.856171,39.77651,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,1104.0,0.0,49.04545454545455,False,,"Denver, Colorado","A private university located in Denver, Colorado"
Denver Seminary,-105.022363,39.600595,12330.0,13124.804347826086,12330.0,20150.195652173912,0.0,837.0,49.04545454545455,False,,"Littleton, Colorado","A private university located in Littleton, Colorado"
University of Denver,-104.963259,39.678005,58032.0,58032.0,58032.0,58032.0,6415.0,6972.0,78.0,False,1308.0,"Denver, Colorado","A private university located in Denver, Colorado"
Emily Griffith Technical College,-104.985751,39.74575,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,5914.0,0.0,49.04545454545455,True,,"Denver, Colorado","A public university located in Denver, Colorado"
Fort Lewis College,-107.867422,37.275939,7092.0,7560.0,7092.0,18688.0,3313.0,100.0,43.0,True,2110.0,"Durango, Colorado","A public university located in Durango, Colorado"
Front Range Community College,-105.038068,39.901452,3940.0,15671.57142857143,16174.0,19864.214285714286,21096.0,0.0,49.04545454545455,True,800.0,"Westminster, Colorado","A public university located in Westminster, Colorado"
Iliff School of Theology,-104.960657,39.675927,13124.804347826086,19824.0,19824.0,20150.195652173912,0.0,172.0,49.04545454545455,False,,"Denver, Colorado","A private university located in Denver, Colorado"
International Salon and Spa Academy,-104.786252,38.913621,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,307.0,0.0,49.04545454545455,False,,"Colorado Springs, Colorado","A private university located in Colorado Springs, Colorado"
Lamar Community College,-102.616144,38.068886,3941.0,15671.57142857143,6571.0,19864.214285714286,711.0,0.0,49.04545454545455,True,481.0,"Lamar, Colorado","A public university located in Lamar, Colorado"
Colorado Mesa University,-108.553275,39.080643,8592.0,9932.0,15110.0,23192.0,8711.0,284.0,47.0,True,1120.0,"Grand Junction, Colorado","A public university located in Grand Junction, Colorado"
Metropolitan State University of Denver,-105.00504,39.744202,8868.0,9209.0,11288.0,27591.0,16430.0,1163.0,30.0,True,1912.0,"Denver, Colorado","A public university located in Denver, Colorado"
Morgan Community College,-103.771822,40.258792,3941.0,15671.57142857143,16174.0,19864.214285714286,1506.0,0.0,49.04545454545455,True,186.0,"Fort  Morgan, Colorado","A public university located in Fort  Morgan, Colorado"
Naropa University,-105.266987,40.014235,22250.0,34400.0,22250.0,34400.0,368.0,749.0,46.0,False,200.0,"Boulder, Colorado","A private university located in Boulder, Colorado"
Nazarene Bible College,-104.803251,38.944824,9552.0,15671.57142857143,9552.0,19864.214285714286,584.0,0.0,49.04545454545455,False,450.0,"Colorado Springs, Colorado","A private university located in Colorado Springs, Colorado"
Northeastern Junior College,-103.197329,40.637215,4926.0,15671.57142857143,7389.0,19864.214285714286,1502.0,0.0,49.04545454545455,True,656.0,"Sterling, Colorado","A public university located in Sterling, Colorado"
University of Northern Colorado,-104.692777,40.410855,8784.0,12204.0,22842.0,23196.0,6616.0,2451.0,51.0,True,2744.0,"Greeley, Colorado","A public university located in Greeley, Colorado"
Otero College,-103.544874,37.969984,3941.0,15671.57142857143,6571.0,19864.214285714286,972.0,0.0,49.04545454545455,True,477.0,"La Junta, Colorado","A public university located in La Junta, Colorado"
Pikes Peak State College,-104.787261,38.764287,3941.0,15671.57142857143,16173.0,19864.214285714286,12388.0,0.0,49.04545454545455,True,361.0,"Colorado Springs, Colorado","A public university located in Colorado Springs, Colorado"
Pueblo Community College,-104.636258,38.262124,3941.0,15671.57142857143,16174.0,19864.214285714286,6767.0,0.0,49.04545454545455,True,942.0,"Pueblo, Colorado","A public university located in Pueblo, Colorado"
Red Rocks Community College,-105.150094,39.720277,3936.0,10278.0,12852.0,16176.0,7286.0,96.0,49.04545454545455,True,771.0,"Lakewood, Colorado","A public university located in Lakewood, Colorado"
Regis University,-105.030756,39.788175,14573.0,41990.0,14573.0,41990.0,2680.0,1951.0,61.0,False,1990.0,"Denver, Colorado","A private university located in Denver, Colorado"
Rocky Mountain College of Art and Design,-105.069911,39.74332,15144.0,20913.0,15144.0,20913.0,1888.0,0.0,37.0,False,2360.0,"Lakewood, Colorado","A private university located in Lakewood, Colorado"
Montessori Education Center of the Rockies,-104.943415,39.762942,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,6.0,25.0,49.04545454545455,False,,"Denver, Colorado","A private university located in Denver, Colorado"
Colorado State University Pueblo,-104.579033,38.30859,6870.0,7134.0,13500.0,14711.0,4816.0,1875.0,38.0,True,2531.0,"Pueblo, Colorado","A public university located in Pueblo, Colorado"
Pickens Technical College,-104.789683,39.723705,3900.0,15671.57142857143,7800.0,19864.214285714286,1025.0,0.0,49.04545454545455,True,1030.0,"Aurora, Colorado","A public university located in Aurora, Colorado"
Intellitec College-Colorado Springs,-104.78721,38.832183,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,816.0,0.0,49.04545454545455,False,,"Colorado Springs, Colorado","A private university located in Colorado Springs, Colorado"
Intellitec College-Grand Junction,-108.53062,39.116346,13124.804347826086,15671.57142857143,19864.214285714286,20150.195652173912,1160.0,0.0,49.04545454545455,False,,"Grand Junction, Colorado","A private university located in Grand Junction, Colorado"
Trinidad State College,-104.513451,37.172059,3940.0,15671.57142857143,6572.0,19864.214285714286,1636.0,0.0,49.04545454545455,True,528.0,"Trinidad, Colorado","A public university located in Trinidad, Colorado"
